Année;Catégorie;Nom;Lauréat;Sexe;Pour
1997;Meilleur Scénario Original et/ou Adaptation;Jean-Pierre Bacri, Agnès Jaoui, Cédric Klapisch;Oui;Mixte;UN AIR DE FAMILLE
2006;Meilleur Scénario Original;Jean-Pierre Dardenne, Luc Dardenne;Non;M;L'ENFANT
2002;Meilleure Actrice dans un Second Rôle;Line Renaud;Non;F;CHAOS
2000;Meilleure Actrice dans un Second Rôle;Line Renaud;Non;F;BELLE MAMAN
1995;Meilleure Actrice dans un Second Rôle;Line Renaud;Non;F;J'AI PAS SOMMEIL
2002;Meilleur Scénario Original ou Adaptation;Jean-Pierre Jeunet, Guillaume Laurant;Non;M;LE FABULEUX DESTIN D'AMÉLIE POULAIN
2005;Meilleur Scénario Original ou Adaptation;Jean-Pierre Jeunet, Guillaume Laurant;Non;M;UN LONG DIMANCHE DE FIANÇAILLES
1983;Meilleur Acteur;Lino Ventura;Non;M;LES MISÉRABLES
1991;Meilleur Scénario Original et/ou Adaptation;Jean-Pierre Ronssin, Christian Vincent;Oui;M;LA DISCRÈTE
1981;Meilleur Scénario, Dialogues ou Adaptation;John Guare;Non;M;ATLANTIC CITY
1996;Meilleur Scénario Original et/ou Adaptation;Josiane Balasko, Telsche Boorman;Oui;F;GAZON MAUDIT
2004;Meilleur Scénario Original ou Adaptation;Julie Bertuccelli, Roger Bohbot, Bernard Renucci;Non;Mixte;DEPUIS QU'OTAR EST PARTI...
2008;Meilleur Scénario Original;Julie Delpy;Non;F;2 DAYS IN PARIS
2017;Meilleur Scénario Original;Justine Triet;Non;F;VICTORIA
2014;Meilleur Scénario Original;Katell Quillévéré, Mariette Désert;Non;F;SUZANNE
1994;Meilleur Scénario Original et/ou Adaptation;Krysztof Kieslowski, Krysztof Piesiewicz;Non;M;BLEU
1995;Meilleur Scénario Original et/ou Adaptation;Krysztof Kieslowski, Krysztof Piesiewicz;Non;M;TROIS COULEURS ROUGE
2001;Meilleur Scénario Original ou Adaptation;Laurent Cantet, Gilles Marchand;Non;M;RESSOURCES HUMAINES
2008;Meilleur Scénario Original;Laurent Tirard, Grégoire Vigneron;Non;M;MOLIÈRE
2007;Meilleur Scénario Original;Laurent Tuel, Christophe Turpin;Non;M;JEAN-PHILIPPE
2013;Meilleur Scénario Original;Leos Carax;Non;M;HOLY MOTORS
1988;Meilleur Scénario Original et/ou Adaptation;Louis Malle;Oui;M;AU REVOIR LES ENFANTS
1986;Meilleur Scénario, Adaptation et Dialogues;Luc Béraud, Annie Miller, Claude Miller, Bernard Stora;Non;Mixte;L'EFFRONTÉE
1989;Meilleur Scénario Original et/ou Adaptation;Luc Béraud, Claude de Givray, Annie Miller, François Truffaut;Non;Mixte;LA PETITE VOLEUSE
1977;Meilleur Scénario, Dialogues ou Adaptation;Luc Béraud, Claude Miller;Non;M;LA MEILLEURE FAÇON DE MARCHER
2004;Meilleur Scénario Original ou Adaptation;Lucas Belvaux;Non;M;UN COUPLE ÉPATANT CAVALE APRÈS LA VIE
2016;Meilleure Actrice;Loubna Abidar;Non;F;MUCH LOVED
1985;Meilleur Acteur;Louis Ducreux;Non;M;UN DIMANCHE À LA CAMPAGNE
2016;Meilleur Acteur dans un Second Rôle;Louis Garrel;Non;M;MON ROI
1978;Meilleur Scénario, Dialogues ou Adaptation;Luis Bunuel, Jean-Claude Carrière;Non;M;CET OBSCUR OBJET DU DÉSIR
2015;Meilleur Acteur dans un Second Rôle;Louis Garrel, Jérémie Renier;Non;M;SAINT LAURENT
2012;Meilleur Scénario Original;Maïwenn, Emmanuelle Bercot;Non;F;POLISSE
2009;Meilleur Scénario Original;Marc Abdelnour, Martin Provost;Oui;M;SÉRAPHINE
2011;Meilleur Scénario Original;Mathieu Amalric, Philippe Di Folco, Marcelo Novais Teles, Raphaëlle Valbrune-Desplechin;Non;Mixte;TOURNÉE
1983;Meilleur Scénario Original et Dialogues;Mathieu Fabiani, Bob Swaim;Non;M;LA BALANCE
1996;Meilleur Scénario Original et/ou Adaptation;Mathieu Kassovitz;Non;M;LA HAINE
1992;Meilleur Scénario Original et/ou Adaptation;Maurice Pialat;Non;M;VAN GOGH
2013;Meilleur Scénario Original;Michael Haneke;Oui;M;AMOUR
2006;Meilleur Scénario Original;Michael Haneke;Non;M;CACHÉ
1998;Meilleur Scénario Original et/ou Adaptation;Michel Alexandre, Alain Corneau;Non;M;LE COUSIN
1993;Meilleur Scénario Original et/ou Adaptation;Michel Alexandre, Bertrand Tavernier;Non;M;L.627
1978;Meilleur Scénario, Dialogues ou Adaptation;Michel Audiard;Non;M;MORT D'UN POURRI
1986;Meilleur Scénario, Adaptation et Dialogues;Michel Audiard, Jacques Deray;Non;M;ON NE MEURT QUE DEUX FOIS
1982;Meilleur Scénario, Dialogues ou Adaptation;Michel Audiard, Jean Herman, Claude Miller;Oui;M;GARDE À VUE
1995;Meilleur Scénario Original et/ou Adaptation;Michel Blanc;Non;M;GROSSE FATIGUE
2003;Meilleur Scénario Original ou Adaptation;Michel Blanc;Non;M;EMBRASSEZ QUI VOUS VOUDREZ
1986;Meilleur Scénario, Adaptation et Dialogues;Michel Deville;Non;M;PÉRIL EN LA DEMEURE
1979;Meilleur Scénario, Dialogues ou Adaptation;Michel Deville, Gilles Perrault;Oui;M;LE DOSSIER 51
1989;Meilleur Scénario Original et/ou Adaptation;Michel Deville, Rosalinde Deville;Non;Mixte;LA LECTRICE
2000;Meilleur Scénario Original et/ou Adaptation;Michel Deville, Rosalinde Deville;Non;Mixte;LA MALADIE DE SACHS
2012;Meilleur Scénario Original;Michel Hazanavicius;Non;M;THE ARTIST
2016;Meilleur Scénario Original;Noé Debré, Thomas Bidegain, Jacques Audiard;Non;Mixte;DHEEPAN
2013;Meilleur Scénario Original;Noémie Lvovsky, Florence Seyvos, Maud Ameline, Pierre-Olivier Mattei;Non;Mixte;CAMILLE REDOUBLE
2015;Meilleur Scénario Original;Olivier Assayas;Non;M;SILS MARIA
1986;Meilleur Scénario, Adaptation et Dialogues;Olivier Assayas, André Téchiné;Non;M;RENDEZ-VOUS
2008;Meilleur Scénario Original;Olivier Dahan;Non;M;LA MÔME
2007;Meilleur Scénario Original;Olivier Lorelle, Rachid Bouchareb;Oui;M;INDIGÈNES
2005;Meilleur Scénario Original ou Adaptation;Olivier Marchal, Franck Mancuso, Julien Rappeneau, Dominique Loiseau;Non;M;36, QUAI DES ORFÈVRES
1995;Meilleur Scénario Original et/ou Adaptation;Olivier Massart, Gilles Taurand, André Téchiné;Oui;Mixte;LES ROSEAUX SAUVAGES
2008;Meilleure Actrice dans un Second Rôle;Ludivine Sagnier;Non;F;UN SECRET
2004;Meilleure Actrice dans un Second Rôle;Ludivine Sagnier;Non;F;SWIMMING POOL
1990;Meilleure Actrice dans un Second Rôle;Ludmila Mikaël;Non;F;NOCE BLANCHE
1994;Meilleur Scénario Original et/ou Adaptation;Pascal Bonitzer, André Téchiné;Non;M;MA SAISON PRÉFÉRÉE
1995;Meilleur Scénario Original et/ou Adaptation;Patrice Chéreau, Danièle Thompson;Non;Mixte;LA REINE MARGOT
1999;Meilleur Scénario Original, Adaptation et Dialogues;Patrice Chéreau, Danièle Thompson, Pierre Trividic;Non;Mixte;CEUX QUI M'AIMENT PRENDRONT LE TRAIN
1984;Meilleur Scénario Original et Dialogues;Patrice Chéreau, Hervé Guibert;Oui;M;L'HOMME BLESSÉ
2001;Meilleur Scénario Original ou Adaptation;Patricia Mazuy, Yves Thomas;Non;Mixte;SAINT-CYR
1988;Meilleur Scénario Original et/ou Adaptation;Patrick Dewolf, Patrice Leconte;Non;M;TANDEM
2009;Meilleur Scénario Original;Philippe Claudel;Non;M;IL Y A LONGTEMPS QUE JE T'AIME
2014;Meilleur Scénario Original;Philippe le Guay;Non;M;ALCESTE À BICYCLETTE
2010;Meilleur Scénario Original;Philippe Lioret, Emmanuel Courcol, Olivier Adam;Non;M;WELCOME
1990;Meilleur Scénario Original et/ou Adaptation;Pierre Jolivet, Olivier Schatzky;Non;M;FORCE MAJEURE
2000;Meilleur Scénario Original et/ou Adaptation;Pierre Jolivet, Simon Michaël;Non;M;MA PETITE ENTREPRISE
2012;Meilleur Scénario Original;Pierre Schoeller;Oui;M;L'EXERCICE DE L'ETAT
1999;Meilleur Scénario Original, Adaptation et Dialogues;Radu Mihaileanu;Non;M;TRAIN DE VIE
2010;Meilleur Scénario Original;Radu Mihaileanu, Alain-Michel Blanc, Matthew Robbins, Héctor Cabello Reyes, Thierry Degrandi;Non;M;LE CONCERT
1986;Meilleure Actrice dans un Second Rôle;Macha Méril;Non;F;SANS TOIT NI LOI
2009;Meilleur Scénario Original;Rémi Bezançon;Non;M;LE PREMIER JOUR DU RESTE DE TA VIE
1997;Meilleur Scénario Original et/ou Adaptation;Rémi Waterhouse;Non;M;RIDICULE
1976;Meilleur Scénario, Dialogues ou Adaptation;Robert Enrico, Pascal Jardin;Non;M;LE VIEUX FUSIL
1998;Meilleur Scénario Original et/ou Adaptation;Robert Guédiguian, Jean-Louis Milesi;Non;M;MARIUS ET JEANNETTE
1999;Meilleur Scénario Original, Adaptation et Dialogues;Roger Bohbot, Erick Zonca;Non;M;LA VIE RÊVÉE DES ANGES
2017;Meilleur Scénario Original;Romain Compingt, Houda Benyamina, Malik Rumeau;Non;Mixte;DIVINES
2003;Meilleur Scénario Original ou Adaptation;Ronald Harwood;Non;M;LE PIANISTE
2017;Meilleur Scénario Original;Sabrina B. Karine, Alice Vial, Pascal Bonitzer, Anne Fontaine;Non;Mixte;LES INNOCENTES
2000;Meilleur Scénario Original et/ou Adaptation;Serge Frydman;Non;M;LA FILLE SUR LE PONT
2017;Meilleur Scénario Original;Sólveig Anspach, Jean-Luc Gaget;Oui;Mixte;L'EFFET AQUATIQUE
2014;Meilleur Acteur;Mads Mikkelsen;Non;M;MICHAEL KOHLHAAS
1981;Meilleur Scénario, Dialogues ou Adaptation;Suzanne Schiffman, François Truffaut;Oui;Mixte;LE DERNIER MÉTRO
2005;Meilleure Actrice;Maggie Cheung;Non;F;CLEAN
2015;Meilleur Scénario Original;Thomas Cailley, Claude Le Pape;Non;M;LES COMBATTANTS
2015;Meilleur Scénario Original;Thomas Lilti, Baya Kasmi, Julien Lilti, Pierre Chosson;Non;Mixte;HIPPOCRATE
2000;Meilleur Scénario Original et/ou Adaptation;Tonie Marshall;Oui;F;VÉNUS BEAUTÉ (INSTITUT)
2012;Meilleur Scénario Original;Valérie Donzelli, Jérémie Elkaïm;Non;Mixte;LA GUERRE EST DÉCLARÉE
2015;Meilleur Scénario Original;Victoria Bedos, Stanislas Carré de Malberg, Eric Lartigau, Thomas Bidegain;Non;Mixte;LA FAMILLE BÉLIER
2010;Meilleur Scénario Original;Xavier Giannoli;Non;M;À L'ORIGINE
2016;Meilleur Scénario Original;Xavier Giannoli;Non;M;MARGUERITE
2007;Meilleur Scénario Original;Xavier Giannoli;Non;M;QUAND J'ÉTAIS CHANTEUR
1980;Meilleur Son;Alain Lachassagne;Non;M;MARTIN ET LÉA
1979;Meilleur Son;Alix Comte;Non;F;MOLIÈRE
1983;Meilleur Son;André Hervée;Non;M;UNE CHAMBRE EN VILLE
2012;Meilleur Son;André Rigaut, Sébastien Savine, Laurent Gabiot;Non;Mixte;LA GUERRE EST DÉCLARÉE
1977;Meilleur Son;Antoine Bonfanti;Non;M;JE T'AIME MOI NON PLUS
2013;Meilleur Son;Antoine Deflandre, Germain Boulay, Eric Tisserand;Oui;M;CLOCLO
2008;Meilleur Son;Antoine Deflandre, Germain Boulay, Eric Tisserand;Non;M;L'ENNEMI INTIME
1978;Meilleur Son;Bernard Aubouy;Non;M;DIABOLO MENTHE
1976;Meilleur Son;Bernard Aubouy;Non;M;LE VIEUX FUSIL
1987;Meilleur Son;Bernard Bats, Dominique Hennequin;Non;M;TENUE DE SOIRÉE
1994;Meilleur Son;Bernard Bats, Gérard Lamps;Non;M;SMOKING/NO SMOKING
1988;Meilleur Son;Bernard Bats, Gérard Lamps;Non;M;UN HOMME AMOUREUX
2004;Meilleur Acteur dans un Second Rôle;Marc Lavoine;Non;M;LE COEUR DES HOMMES
1985;Meilleur Son;Bernard Le Roux, Guillaume Sciama, Claude Villand;Non;M;SOUVENIRS, SOUVENIRS
1989;Meilleur Son;Bernard Le Roux, Laurent Quaglio, Claude Villand;Non;M;L'OURS
2010;Meilleur Son;Brigitte Taillandier, Francis Wargnier, Jean-Paul Hurier;Non;Mixte;UN PROPHÈTE
2013;Meilleur Son;Brigitte Taillandier, Francis Wargnier, Olivier Goinard;Non;Mixte;LES ADIEUX À LA REINE
2006;Meilleur Son;Brigitte Taillandier, Pascal Villard, Cyril Holtz, Philippe Amouroux;Non;Mixte;DE BATTRE MON COEUR S'EST ARRÊTÉ
2013;Meilleur Son;Brigitte Taillandier, Pascal Villard, Jean-Paul Hurier;Non;Mixte;DE ROUILLE ET D'OS
2017;Meilleur Son;Brigitte Taillandier, Vincent Guillon, Stéphane Thiébaut;Non;Mixte;CHOCOLAT
1989;Meilleure Actrice dans un Second Rôle;Maria Casarès;Non;F;LA LECTRICE
1993;Meilleure Actrice dans un Second Rôle;Maria Pacôme, Zabou;Non;F;LA CRISE
1980;Meilleure Actrice dans un Second Rôle;Maria Schneider;Non;F;LA DÉROBADE
2002;Meilleur Son;Cyril Holtz, Jean-Paul Mugel;Non;M;LE PACTE DES LOUPS
2001;Meilleur Son;Cyril Holtz, Vincent Tulli;Non;M;LES RIVIÈRES POURPRES
2015;Meilleure Actrice dans un Second Rôle;Marianne Denicourt;Non;F;HIPPOCRATE
1998;Meilleur Son;Daniel Brisseau;Non;M;LE CINQUIÈME ÉLÉMENT
1978;Meilleure Actrice dans un Second Rôle;Marie Dubois;Oui;F;LA MENACE
1987;Meilleure Actrice dans un Second Rôle;Marie Dubois;Non;F;DESCENTE AUX ENFERS
2011;Meilleur Son;Daniel Sobrino, Jean Goudier, Cyril Holtz;Oui;M;GAINSBOURG (VIE HÉROÏQUE)
2005;Meilleur Son;Daniel Sobrino, Nicolas Cantin, Nicolas Naegelen;Oui;M;LES CHORISTES
2012;Meilleure Actrice;Marie Gillain;Non;F;TOUTES NOS ENVIES
1998;Meilleure Actrice;Marie Gillain;Non;F;LE BOSSU
1988;Meilleure Actrice dans un Second Rôle;Marie Laforet;Non;F;FUCKING FERNAND
1999;Meilleure Actrice;Marie Trintignant;Non;F;COMME ELLE RESPIRE
1997;Meilleure Actrice;Marie Trintignant;Non;F;LE CRI DE LA SOIE
1998;Meilleure Actrice dans un Second Rôle;Marie Trintignant;Non;F;LE COUSIN
1994;Meilleure Actrice dans un Second Rôle;Marie Trintignant;Non;F;LES MARMOTTES
1989;Meilleure Actrice dans un Second Rôle;Marie Trintignant;Non;F;UNE AFFAIRE DE FEMMES
2009;Meilleur Son;Daniel Sobrino, Roman Dymny, Vincent Goujon;Non;M;FAUBOURG 36
1977;Meilleure Actrice dans un Second Rôle;Marie-France Pisier;Oui;F;BAROCCO
1976;Meilleure Actrice dans un Second Rôle;Marie-France Pisier;Oui;F;COUSIN, COUSINE / SOUVENIRS D'EN FRANCE
2016;Meilleur Son;Daniel Sobrino, Valérie de Loof, Cyril Holtz;Non;Mixte;DHEEPAN
1987;Meilleur Son;Dominique Dalmasso, Alain Lachassagne;Non;M;THÉRÈSE
2001;Meilleur Son;Dominique Dalmasso, Henri Morelle;Non;M;LE ROI DANSE
1996;Meilleur Son;Dominique Dalmasso, Vincent Tulli;Non;M;LA HAINE
2003;Meilleur Son;Dominique Gaborieau, Francis Wargnier, Pierre Gamet;Non;M;AMEN
1993;Meilleur Son;Dominique Hennequin, Guillaume Sciama;Oui;M;INDOCHINE
1985;Meilleur Son;Dominique Hennequin, Guy Level, Harald Maury;Oui;M;CARMEN
1988;Meilleur Son;Dominique Hennequin, Jean-Louis Ughetto;Non;M;LES INNOCENTS
1986;Meilleur Son;Dominique Hennequin, Jean-Louis Ughetto;Non;M;RENDEZ-VOUS
1995;Meilleur Son;Dominique Hennequin, Jean-Paul Mugel;Oui;M;FARINELLI
2000;Meilleur Son;Dominique Hennequin, Paul Lainé;Non;M;LA FILLE SUR LE PONT
2017;Meilleure Actrice;Marina Foïs;Non;F;IRRÉPROCHABLE
2012;Meilleure Actrice;Marina Foïs;Non;F;POLISSE
2008;Meilleure Actrice;Marina Foïs;Non;F;DARLING
1990;Meilleur Son;Dominique Hennequin, Pierre Lenoir;Oui;M;MONSIEUR HIRE
2013;Meilleur Son;Erwan Kerzanet, Josefina Rodriguez, Emmanuel Croset;Non;Mixte;HOLY MOTORS
2007;Meilleure Actrice;Marina Hands;Oui;F;LADY CHATTERLEY
1978;Meilleur Son;François Bel, Pierre Ley;Non;M;LA GRIFFE ET LA DENT
2000;Meilleur Son;François Groult, Bruno Tarrière, Vincent Tulli;Oui;M;JEANNE D'ARC
1989;Meilleur Son;François Groult, Dominique Hennequin, Guillaume Sciama;Non;M;CAMILLE CLAUDEL
2008;Meilleure Actrice;Marion Cotillard;Oui;F;LA MÔME
2017;Meilleure Actrice;Marion Cotillard;Non;F;MAL DE PIERRES
2015;Meilleure Actrice;Marion Cotillard;Non;F;DEUX JOURS, UNE NUIT
2013;Meilleure Actrice;Marion Cotillard;Non;F;DE ROUILLE ET D'OS
2005;Meilleure Actrice dans un Second Rôle;Marion Cotillard;Oui;F;UN LONG DIMANCHE DE FIANÇAILLES
2010;Meilleur Son;François Musy, Gabriel Hafner;Non;M;À L'ORIGINE
2014;Meilleure Actrice dans un Second Rôle;Marisa Borini;Non;F;UN CHÂTEAU EN ITALIE
2016;Meilleur Son;François Musy, Gabriel Hafner;Oui;M;MARGUERITE
2007;Meilleur Son;François Musy, Gabriel Hafner;Oui;M;QUAND J'ÉTAIS CHANTEUR
2001;Meilleur Son;Gérard Hardy, Gérard Lamps, François Maurel;Oui;M;HARRY, UN AMI QUI VOUS VEUT DU BIEN
2003;Meilleur Son;Gérard Hardy, Jean-Marie Blondel, Dean Humphreys;Oui;M;LE PIANISTE
2002;Meilleur Son;Gérard Hardy, Laurent Kossayan, Vincent Arnardi, Jean Umansky;Non;M;LE FABULEUX DESTIN D'AMÉLIE POULAIN
1986;Meilleur Son;Gérard Lamps, Harald Maury, Harrik Maury, Luc Perini;Oui;M;SUBWAY
2008;Meilleur Son;Guillaume Le Braz, Valérie de Loof, Agnès Ravez, Thierry Delor;Non;Mixte;LES CHANSONS D'AMOUR
1994;Meilleure Actrice dans un Second Rôle;Marthe Villalonga;Non;F;MA SAISON PRÉFÉRÉE
2006;Meilleur Son;Guillaume Sciama, Benoît Hillebrant, Olivier Dô Hùu;Non;M;GABRIELLE
2013;Meilleur Son;Guillaume Sciama, Nadine Muse, Jean-Pierre Laforce;Non;Mixte;AMOUR
1979;Meilleur Son;Harald Maury;Non;M;JUDITH THERPAUVE
1982;Meilleur Son;Harald Maury;Non;M;LES UNS ET LES AUTRES
1976;Meilleur Son;Harald Maury, Harrik Maury;Non;M;HU-MAN
2016;Meilleur Son;Ibrahim Gök, Damien Guillaume, Olivier Goinard;Non;M;MUSTANG
1985;Meilleure Actrice dans un Second Rôle;Maruschka Detmers;Non;F;LA PIRATE
1997;Meilleur Son;Jean Goudier, Dominique Hennequin, Paul Lainé;Non;M;RIDICULE
1977;Meilleur Son;Jean Labussiere;Non;M;MONSIEUR KLEIN
1984;Meilleur Son;Jean Labussiere, Gérard Lamps;Oui;M;TCHAO PANTIN
2009;Meilleur Son;Jean Minondo, Gérard Hardy, Alexandre Widmer, Loïc Prian, François Groult;Oui;M;MESRINE (1ÈRE PARTIE L'INSTINCT DE MORT / 2E PARTIE L'ENNEMI PUBLIC N°1)
2010;Meilleur Son;Jean Umansky, Gérard Hardy, Vincent Arnardi;Non;M;MICMACS À TIRE-LARIGOT
2008;Meilleur Acteur;Mathieu Amalric;Oui;M;LE SCAPHANDRE ET LE PAPILLON
2005;Meilleur Acteur;Mathieu Amalric;Oui;M;ROIS ET REINE
2014;Meilleur Acteur;Mathieu Amalric;Non;M;LA VÉNUS À LA FOURRURE
2005;Meilleur Son;Jean Umansky, Gérard Hardy, Vincent Arnardi;Non;M;UN LONG DIMANCHE DE FIANÇAILLES
1988;Meilleur Son;Jean-Claude Laureux, Bernard Le Roux, Claude Villand;Oui;M;AU REVOIR LES ENFANTS
2015;Meilleur Son;Jean-Jacques Ferran, Nicolas Moreau, Jean-Pierre Laforce;Non;M;BIRD PEOPLE
2007;Meilleur Son;Jean-Jacques Ferran, Nicolas Moreau, Jean-Pierre Laforce;Non;M;LADY CHATTERLEY
2011;Meilleur Son;Jean-Jacques Ferran, Vincent Guillon, Eric Bonnard;Non;M;DES HOMMES ET DES DIEUX
2003;Meilleur Acteur;Mathieu Kassovitz;Non;M;AMEN
1984;Meilleur Son;Jean-Louis Ughetto;Non;M;L'ARGENT
2015;Meilleur Son;Jean-Luc Audy, Guillaume Bouchateau, Niels Barletta;Non;M;LES COMBATTANTS
2004;Meilleur Son;Jean-Marie Blondel, Gérard Hardy, Gérard Lamps;Oui;M;PAS SUR LA BOUCHE
2011;Meilleur Son;Jean-Marie Blondel, Thomas Desjonquères, Dean Humphreys;Non;M;THE GHOST WRITER
2007;Meilleur Son;Jean-Marie Blondel, Thomas Desjonquères, Gérard Lamps;Non;M;COEURS
